PASTO-09,"SIN MICRÓFONO",PASTO,2012,RPASD300034AS09,
PASTO-10,PASD3034AS9,PASTO,2012,RPASD300034AS05,
PASTO-11,10.72.18.64,PASTO,2012,PASD3000034AS11,
PASTO-12,,PASTO,2012,PASD3000034AS12,
PASTO-13,,PASTO,2012,RPASD300034AS15,
PASTO-15,PASD3034AS11,PASTO,2012,PASD3000034AS15,
PASTO-ADMINISTRADOR,10.72.18.18,PASTO,0,PASD3000034AD01,
PASTO-SERVICIO-TECNICO,,PASTO,0,PASD3000034AS17,
MOD-01,,POPAYAN,2012,POPD3000031AS01,
MOD-02,,POPAYAN,2012,POPD3000031AS02,
MOD-03,,POPAYAN,2012,POPD3000031AS07,
MOD-04,,POPAYAN,2012,POPD3000031AS06,
MOD-05,,POPAYAN,2012,POPD3000031AS03,
ADMINISTRADOR,,POPAYAN,2012,POPD300031AD01,
"SAN GIL-01",10.77.12.31,"SAN GIL",2012,SANL4000498T01,
"SAN GIL-02",,"SAN GIL",0,SAND4000498AS02,
"SAN GIL-03",10.77.12.25,"SAN GIL",2012,SAND4000498AS05,
"SAN GIL-04",,"SAN GIL",0,SAND4000498AS04,
TULUA-01,,TULUA,0,TULD300438ASE01,
TULUA-02,,TULUA,0,TULD300438ASE02,
MOD-01,,TUNJA,2012,TUND4000042AS01,
MOD-02,,TUNJA,2012,TUND4000042AS02,
MOD-03,,TUNJA,2012,TUND4000042AS03,
MOD-04,,TUNJA,2012,TUND4000042AS04,
MOD-05,,TUNJA,2012,TUND4000042AS05,
MOD-06,,TUNJA,2012,TUND4000042AS06,
"Mod 09",10.72.7.167,"UNICENTRO CALI",2012,RCALD300468AS09,
"Mod 10",10.72.7.20,"UNICENTRO CALI",2012,RCALD300468AS10,
"Mod 12",10.72.7.53,"UNICENTRO CALI",2012,CALD3000468AS14,
MOD02,ADICIÓN,UNICO,2012,10.72.28.102,
"MOD 01",,UNICO,0,10.72.28.155,
"MOD 03",,UNICO,0,10.72.28.107,
"MOD 04",,UNICO,0,10.72.28.127,
"MOD 05",,UNICO,0,10.72.28.170,
"MOD 09",,UNICO,0,10.72.28.98,
"Mod 13",,"UNICENTRO CALI",0,CALD3000468AS15,
"Mod 14",,"UNICENTRO CALI",2012,CALD30000468AS1,
"Mod 15",,"UNICENTRO CALI",2012,CALD30000468AS2,
ADMINISTRADOR,,CUCUTA,0,CUCD4000025AD02,
"MOD 03",,VENTURA,2012,CUCD1002057AS03,
"MOD 04",,VENTURA,2012,CUCD1002057AS04,
"MOD 05",,VENTURA,2012,CUCD1002057AS05,
"Mod 11",,"UNICENTRO CALI",2012,CALD3000468AS11,
"Mod 03",,"UNICENTRO CALI",2012,RCALD300468AS03,
"Mod 01",,"UNICENTRO CALI",2012,CALD30000468AS4,
"Mod 04",,"UNICENTRO CALI",2012,RCALD300468AS04,
